"Institution","Acad Group","Acad Org","Subject","Catalog","Course Title","Descr of Pre/Co-requisites","Line","Logical Connector","LP","Line Type","Rqs Type","Req Subject","Req Catalog","Min Grade","Min GPA","Min Units","Cond Code","Operator","Value","RP","Allow In-Progress","Allow Trnsfr Crdt","Allow Test Crdt","Allow Othr Crdt","Allow Equiv Course","Consent","Eff Date","Rqrmnt","Value","Institution","Acad Group","Subject","Catalog","Ptrn Type","Course ID","Designation","Parenth","Min Course","Trnsfr Lvl","In GPA crs","Excl In-Progrss","Min Points","Min Units","Valid Beg","Valid End","Term","Assoc","Topic ID","Test ID","Component","Score","Key"
"QNS01","EDUC","SEYS-QC","SEYS"," 761","Law and the Social Studies.","","","","","","","","","","","","","","","","","","","","","No Consent","09/01/1988","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","EDUC","SEYS-QC","SEYS"," 762","Teaching History as Mystery","","","","","","","","","","","","","","","","","","","","","No Consent","08/18/2014","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","EDUC","SEYS-QC","SEYS"," 763","Mass Media Sch/Soc","","","","","","","","","","","","","","","","","","","","","No Consent","02/01/1989","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","EDUC","SEYS-QC","SEYS"," 764","Cur­rc:  Theories&Controv","","","","","","","","","","","","","","","","","","","","","No Consent","08/18/2014","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","EDUC","SEYS-QC","SEYS"," 765","Differentiated Teaching for Di","","","","","","","","","","","","","","","","","","","","","No Consent","06/27/2016","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","EDUC","SEYS-QC","SEYS"," 769","Scient Appr Ed Prob","","","","","","","","","","","","","","","","","","","","","No Consent","01/01/1901","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","EDUC","SEYS-QC","SEYS"," 770","Scient Appr Ed Prob","PRE: SEYS 769 AND DEPARTMENT PERMISSION REQUIRED","0010","","","Course","Pre-Rqs","SEYS"," 769","","0.000","0.00","","","","","Y","Y","Y","Y","Y","Dept Cnsnt","01/01/1901","","","QNS01","","","","SMPL","014745","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","EDUC","SEYS-QC","SEYS"," 771","Sem Res Ed Found","","","","","","","","","","","","","","","","","","","","","No Consent","01/01/1901","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","EDUC","SEYS-QC","SEYS"," 772","Sem Res Ed Found","PRE: SEYS 771","0010","","","Course","Pre-Rqs","SEYS"," 771","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","02/01/2003","","","QNS01","","","","SMPL","014747","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","EDUC","SEYS-QC","SEYS"," 773","Sem Res Art Educ","","","","","","","","","","","","","","","","","","","","","No Consent","02/01/1989","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","EDUC","SEYS-QC","SEYS"," 774","Sem Res Art Educ","PRE: SEYS 773","0010","","","Course","Pre-Rqs","SEYS"," 773","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","02/01/1990","","","QNS01","","","","SMPL","014749","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","EDUC","SEYS-QC","SEYS"," 775","Sem Res Math Educ","Prereq: SEYS 751 and Department Permission","0010","","","Course","Pre-Rqs","SEYS"," 751","","0.000","0.00","","","","","Y","Y","Y","Y","N","No Consent","06/27/2016","","","QNS01","","","","SMPL","014725","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","EDUC","SEYS-QC","SEYS"," 776","Sem Res Math Educ","PRE: SEYS 775 AND DEPARTMENT PERMISSION REQUIRED","0010","","","Course","Pre-Rqs","SEYS"," 775","","0.000","0.00","","","","","Y","Y","Y","Y","Y","Dept Cnsnt","02/01/1989","","","QNS01","","","","SMPL","014751","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","EDUC","SEYS-QC","SEYS"," 777","Sem Res Science Ed","","","","","","","","","","","","","","","","","","","","","No Consent","09/01/1988","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","EDUC","SEYS-QC","SEYS"," 778","Sem Res Science Ed","PRE: SEYS 777 AND DEPARTMENT PERMISSION REQUIRED","0010","","","Course","Pre-Rqs","SEYS"," 777","","0.000","0.00","","","","","Y","Y","Y","Y","Y","Dept Cnsnt","02/01/1989","","","QNS01","","","","SMPL","014753","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","EDUC","SEYS-QC","SEYS"," 779","Sem Res Psych Found","","","","","","","","","","","","","","","","","","","","","No Consent","01/01/1901","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","EDUC","SEYS-QC","SEYS"," 780","Sem Res Psych Found","PRE: SEYS 779","0010","","","Course","Pre-Rqs","SEYS"," 779","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","01/01/1901","","","QNS01","","","","SMPL","014755","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","EDUC","SEYS-QC","SEYS"," 781","Sem Res Lang Arts","","","","","","","","","","","","","","","","","","","","","No Consent","09/01/1988","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","EDUC","SEYS-QC","SEYS"," 782","Sem Res Lang Arts","PRE: SEYS 781 AND DEPARTMENT PERMISSION REQUIRED","0010","","","Course","Pre-Rqs","SEYS"," 781","","0.000","0.00","","","","","Y","Y","Y","Y","Y","Dept Cnsnt","02/01/1998","","","QNS01","","","","SMPL","014757","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","EDUC","SEYS-QC","SEYS"," 783","Sem Res Soc Studies","","","","","","","","","","","","","","","","","","","","","No Consent","09/01/1988","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","EDUC","SEYS-QC","SEYS"," 784","Sem Res Soc Studies","PRE: SEYS 783 AND DEPARTMENT PERMISSION REQUIRED","0010","","","Course","Pre-Rqs","SEYS"," 783","","0.000","0.00","","","","","Y","Y","Y","Y","Y","Dept Cnsnt","02/01/1998","","","QNS01","","","","SMPL","014759","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","EDUC","SEYS-QC","SEYS"," 785","Sem Res Foreign Lang","PRE/COREQ: SEYS 743","0020","","","Course","Co-Rqs","SEYS"," 743","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","02/01/1989","","","QNS01","","","","SMPL","014718","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0002"
"QNS01","EDUC","SEYS-QC","SEYS"," 786","Adv Sem:For Lang Edu","PRE: SEYS 743 AND SEYS 785","0010","","","Course","Pre-Rqs","SEYS"," 743","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","09/01/1988","","","QNS01","","","","SMPL","014718","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","EDUC","SEYS-QC","SEYS"," 786","Adv Sem:For Lang Edu","PRE: SEYS 743 AND SEYS 785","0020","And","","Course","Pre-Rqs","SEYS"," 785","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","09/01/1988","","","QNS01","","","","SMPL","014761","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0002"
"QNS01","EDUC","SEYS-QC","SEYS"," 899","Sec Educ and Yth Svcs Elec Cr","","","","","","","","","","","","","","","","","","","","","No Consent","08/18/2014","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","EDUC","SEYS-QC","SEYS","2901","Studies in Education","","","","","","","","","","","","","","","","","","","","","No Consent","08/19/2014","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","EDUC","SEYS-QC","SEYS","2902","Studies in Education","","","","","","","","","","","","","","","","","","","","","No Consent","08/19/2014","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","EDUC","SEYS-QC","SEYS","2903","Studies in Education","","","","","","","","","","","","","","","","","","","","","No Consent","08/19/2014","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","EDUC","SEYS-QC","SEYS","2904","Studies in Education","","","","","","","","","","","","","","","","","","","","","No Consent","08/19/2014","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","EDUC","SEYS-QC","SEYS","2905","Studies in Education","","","","","","","","","","","","","","","","","","","","","No Consent","08/19/2014","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","EDUC","SEYS-QC","SEYS","2906","Studies in Education","","","","","","","","","","","","","","","","","","","","","No Consent","08/19/2014","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNS01","EDUC","SEYS-QC","SEYS","3702","Initl Exp In Secdry Sch - Engl","Prereq.: SEYS 201W, 221, and 340; coreq.: SEYS 350; prereq or coreq.: 360-364. Open
only to students who are matriculated in the secondary education program.","0010","","","Course","Pre-Rqs","SEYS"," 201W","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","06/29/2015","","","QNS01","","","","SMPL","014579","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0001"
"QNS01","EDUC","SEYS-QC","SEYS","3702","Initl Exp In Secdry Sch - Engl","Prereq.: SEYS 201W, 221, and 340; coreq.: SEYS 350; prereq or coreq.: 360-364. Open
only to students who are matriculated in the secondary education program.","0020","And","","Course","Pre-Rqs","SEYS"," 221","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","06/29/2015","","","QNS01","","","","SMPL","014581","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0002"
"QNS01","EDUC","SEYS-QC","SEYS","3702","Initl Exp In Secdry Sch - Engl","Prereq.: SEYS 201W, 221, and 340; coreq.: SEYS 350; prereq or coreq.: 360-364. Open
only to students who are matriculated in the secondary education program.","0030","And","","Course","Pre-Rqs","SEYS"," 340","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","06/29/2015","","","QNS01","","","","SMPL","014593","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0003"
"QNS01","EDUC","SEYS-QC","SEYS","3702","Initl Exp In Secdry Sch - Engl","Prereq.: SEYS 201W, 221, and 340; coreq.: SEYS 350; prereq or coreq.: 360-364. Open
only to students who are matriculated in the secondary education program.","0040","And","","Course","Co-Rqs","SEYS"," 350","","0.000","0.00","","","","","Y","Y","Y","Y","Y","No Consent","06/29/2015","","","QNS01","","","","SMPL","014594","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0004"
"QNS01","EDUC","SEYS-QC","SEYS","3702","Initl Exp In Secdry Sch - Engl","Prereq.: SEYS 201W, 221, and 340; coreq.: SEYS 350; prereq or coreq.: 360-364. Open
only to students who are matriculated in the secondary education program.","0050","And","","Wild Card","Co-Rqs","","","","0.000","0.00","","","","","Y","Y","Y","Y","","No Consent","06/29/2015","","","QNS01","EDUC","SEYS","36##","SMPL","","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0005"
"QNS01","EDUC","SEYS-QC","SEYS","3702","Initl Exp In Secdry Sch - Engl","Prereq.: SEYS 201W, 221, and 340; coreq.: SEYS 350; prereq or coreq.: 360-364. Open
only to students who are matriculated in the secondary education program.","0060","And","(","Condition","","","","","0.000","0.00","Acad Plan","Equal","AFST712-BA","","Y","Y","Y","Y","","No Consent","06/29/2015","","AFST712-BA","QNS01","","","","SMPL","","","(","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0006"
"QNS01","EDUC","SEYS-QC","SEYS","3702","Initl Exp In Secdry Sch - Engl","Prereq.: SEYS 201W, 221, and 340; coreq.: SEYS 350; prereq or coreq.: 360-364. Open
only to students who are matriculated in the secondary education program.","0070","Or","","Condition","","","","","0.000","0.00","Acad Plan","Equal","ANTH712-BA","","Y","Y","Y","Y","","No Consent","06/29/2015","","ANTH712-BA","QNS01","","","","SMPL","","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0007"
"QNS01","EDUC","SEYS-QC","SEYS","3702","Initl Exp In Secdry Sch - Engl","Prereq.: SEYS 201W, 221, and 340; coreq.: SEYS 350; prereq or coreq.: 360-364. Open
only to students who are matriculated in the secondary education program.","0080","Or","","Condition","","","","","0.000","0.00","Acad Plan","Equal","BIOL712-BA","","Y","Y","Y","Y","","No Consent","06/29/2015","","BIOL712-BA","QNS01","","","","SMPL","","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0008"
"QNS01","EDUC","SEYS-QC","SEYS","3702","Initl Exp In Secdry Sch - Engl","Prereq.: SEYS 201W, 221, and 340; coreq.: SEYS 350; prereq or coreq.: 360-364. Open
only to students who are matriculated in the secondary education program.","0090","Or","","Condition","","","","","0.000","0.00","Acad Plan","Equal","CHEM712-BA","","Y","Y","Y","Y","","No Consent","06/29/2015","","CHEM712-BA","QNS01","","","","SMPL","","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0009"
"QNS01","EDUC","SEYS-QC","SEYS","3702","Initl Exp In Secdry Sch - Engl","Prereq.: SEYS 201W, 221, and 340; coreq.: SEYS 350; prereq or coreq.: 360-364. Open
only to students who are matriculated in the secondary education program.","0100","Or","","Condition","","","","","0.000","0.00","Acad Plan","Equal","ECON712-BA","","Y","Y","Y","Y","","No Consent","06/29/2015","","ECON712-BA","QNS01","","","","SMPL","","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0010"
"QNS01","EDUC","SEYS-QC","SEYS","3702","Initl Exp In Secdry Sch - Engl","Prereq.: SEYS 201W, 221, and 340; coreq.: SEYS 350; prereq or coreq.: 360-364. Open
only to students who are matriculated in the secondary education program.","0110","Or","","Condition","","","","","0.000","0.00","Acad Plan","Equal","ENG712-BA","","Y","Y","Y","Y","","No Consent","06/29/2015","","ENG712-BA","QNS01","","","","SMPL","","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0011"
"QNS01","EDUC","SEYS-QC","SEYS","3702","Initl Exp In Secdry Sch - Engl","Prereq.: SEYS 201W, 221, and 340; coreq.: SEYS 350; prereq or coreq.: 360-364. Open
only to students who are matriculated in the secondary education program.","0120","Or","","Condition","","","","","0.000","0.00","Acad Plan","Equal","FREN712-BA","","Y","Y","Y","Y","","No Consent","06/29/2015","","FREN712-BA","QNS01","","","","SMPL","","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0012"
"QNS01","EDUC","SEYS-QC","SEYS","3702","Initl Exp In Secdry Sch - Engl","Prereq.: SEYS 201W, 221, and 340; coreq.: SEYS 350; prereq or coreq.: 360-364. Open
only to students who are matriculated in the secondary education program.","0130","Or","","Condition","","","","","0.000","0.00","Acad Plan","Equal","GEOL712-BA","","Y","Y","Y","Y","","No Consent","06/29/2015","","GEOL712-BA","QNS01","","","","SMPL","","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0013"
"QNS01","EDUC","SEYS-QC","SEYS","3702","Initl Exp In Secdry Sch - Engl","Prereq.: SEYS 201W, 221, and 340; coreq.: SEYS 350; prereq or coreq.: 360-364. Open
only to students who are matriculated in the secondary education program.","0140","Or","","Condition","","","","","0.000","0.00","Acad Plan","Equal","GERM712-BA","","Y","Y","Y","Y","","No Consent","06/29/2015","","GERM712-BA","QNS01","","","","SMPL","","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0014"
"QNS01","EDUC","SEYS-QC","SEYS","3702","Initl Exp In Secdry Sch - Engl","Prereq.: SEYS 201W, 221, and 340; coreq.: SEYS 350; prereq or coreq.: 360-364. Open
only to students who are matriculated in the secondary education program.","0150","Or","","Condition","","","","","0.000","0.00","Acad Plan","Equal","HIST712-BA","","Y","Y","Y","Y","","No Consent","06/29/2015","","HIST712-BA","QNS01","","","","SMPL","","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0015"
"QNS01","EDUC","SEYS-QC","SEYS","3702","Initl Exp In Secdry Sch - Engl","Prereq.: SEYS 201W, 221, and 340; coreq.: SEYS 350; prereq or coreq.: 360-364. Open
only to students who are matriculated in the secondary education program.","0160","Or","","Condition","","","","","0.000","0.00","Acad Plan","Equal","ITAL712-BA","","Y","Y","Y","Y","","No Consent","06/29/2015","","ITAL712-BA","QNS01","","","","SMPL","","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0016"
"QNS01","EDUC","SEYS-QC","SEYS","3702","Initl Exp In Secdry Sch - Engl","Prereq.: SEYS 201W, 221, and 340; coreq.: SEYS 350; prereq or coreq.: 360-364. Open
only to students who are matriculated in the secondary education program.","0170","Or","","Condition","","","","","0.000","0.00","Acad Plan","Equal","LAST712-BA","","Y","Y","Y","Y","","No Consent","06/29/2015","","LAST712-BA","QNS01","","","","SMPL","","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0017"
"QNS01","EDUC","SEYS-QC","SEYS","3702","Initl Exp In Secdry Sch - Engl","Prereq.: SEYS 201W, 221, and 340; coreq.: SEYS 350; prereq or coreq.: 360-364. Open
only to students who are matriculated in the secondary education program.","0180","Or","","Condition","","","","","0.000","0.00","Acad Plan","Equal","LATN712-BA","","Y","Y","Y","Y","","No Consent","06/29/2015","","LATN712-BA","QNS01","","","","SMPL","","","","0.00","ALL","N","N","0.00","0.00","","","","0","0","","","0.00","0018"
